FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
154151,Delta,8606,JFK,JFK,2024-09-01 05:00,2024-09-01 05:03,2024-09-01 08:00,2024-09-01 08:18,18,Weather,False,True,Airbus A320,N12608,1267
1263662,Delta,3588,DFW,BOS,2024-09-01 23:04,2024-09-01 23:29,2024-09-02 01:04,2024-09-02 01:28,24,Weather,True,False,Boeing 737,N75555,2119
809646,Delta,929,ATL,SFO,2024-09-01 10:12,2024-09-01 10:17,2024-09-01 13:12,2024-09-01 13:03,-9,,True,False,Boeing 777,N70078,814
1698962,Delta,2193,ORD,SFO,2024-09-01 10:42,2024-09-01 10:55,2024-09-01 14:42,2024-09-01 14:49,7,Maintenance,False,True,Boeing 777,N55793,2184
372476,Delta,3616,ATL,SFO,2024-09-01 14:45,2024-09-01 14:46,2024-09-01 16:45,2024-09-01 16:41,-4,,False,False,Boeing 737,N84955,1519
780788,Delta,5567,ORD,JFK,2024-09-01 15:31,2024-09-01 15:36,2024-09-01 17:31,2024-09-01 17:31,0,,False,True,Boeing 737,N21512,2037
849739,Delta,3853,ATL,SFO,2024-09-01 02:31,2024-09-01 02:32,2024-09-01 07:31,2024-09-01 07:44,13,Air Traffic Control,False,True,Boeing 737,N25587,2266
1133123,Delta,80,LAX,MIA,2024-09-01 08:25,2024-09-01 08:30,2024-09-01 13:25,2024-09-01 13:41,16,Weather,False,True,Boeing 737,N95657,1407
432154,Delta,3289,JFK,MIA,2024-09-01 09:34,2024-09-01 09:54,2024-09-01 12:34,2024-09-01 12:55,21,Weather,True,True,Boeing 737,N67839,862
834829,Delta,527,LAX,BOS,2024-09-01 09:09,2024-09-01 09:21,2024-09-01 12:09,2024-09-01 12:20,11,Air Traffic Control,True,False,Boeing 777,N11545,2611
1267269,Delta,2812,DFW,MIA,2024-09-01 13:17,2024-09-01 13:45,2024-09-01 18:17,2024-09-01 18:20,3,Air Traffic Control,True,True,Boeing 777,N87151,856
954956,Delta,7050,ORD,JFK,2024-09-01 06:36,2024-09-01 06:58,2024-09-01 08:36,2024-09-01 08:32,-4,,True,False,Boeing 737,N34978,645
954737,Delta,8043,ORD,BOS,2024-09-01 15:47,2024-09-01 16:00,2024-09-01 17:47,2024-09-01 17:52,5,Air Traffic Control,True,True,Boeing 777,N25000,847
16100,Delta,4722,ORD,BOS,2024-09-01 14:46,2024-09-01 14:52,2024-09-01 16:46,2024-09-01 16:54,8,Air Traffic Control,True,True,Airbus A320,N15256,2648
1508008,Delta,8083,JFK,MIA,2024-09-01 06:29,2024-09-01 06:42,2024-09-01 12:29,2024-09-01 12:58,29,Weather,False,False,Boeing 777,N72134,634
1294043,Delta,7236,ATL,SEA,2024-09-01 17:58,2024-09-01 18:25,2024-09-01 20:58,2024-09-01 21:18,20,Maintenance,True,True,Boeing 737,N94928,1439
1684203,Delta,1449,DFW,SEA,2024-09-01 06:16,2024-09-01 06:34,2024-09-01 10:16,2024-09-01 10:41,25,Maintenance,False,True,Airbus A320,N66035,1831
907150,Delta,8672,JFK,BOS,2024-09-01 12:22,2024-09-01 12:23,2024-09-01 14:22,2024-09-01 14:35,13,Air Traffic Control,True,False,Airbus A320,N93489,2709
638584,Delta,259,LAX,MIA,2024-09-01 21:54,2024-09-01 22:03,2024-09-02 00:54,2024-09-02 00:51,-3,,False,True,Airbus A320,N64701,875
1121827,Delta,3027,ATL,SFO,2024-09-01 11:56,2024-09-01 12:09,2024-09-01 12:56,2024-09-01 13:10,14,Weather,False,True,Boeing 777,N86648,1606
1612831,Delta,7449,ATL,BOS,2024-09-01 03:20,2024-09-01 03:27,2024-09-01 05:20,2024-09-01 05:42,22,Maintenance,False,False,Boeing 737,N33907,139
1458138,Delta,5296,DFW,SFO,2024-09-01 11:51,2024-09-01 11:52,2024-09-01 16:51,2024-09-01 16:46,-5,,True,True,Boeing 777,N75951,1275
346234,Delta,8060,JFK,SFO,2024-09-01 13:21,2024-09-01 13:29,2024-09-01 14:21,2024-09-01 14:19,-2,,False,True,Boeing 777,N96051,2810
542910,Delta,3545,ORD,SFO,2024-09-01 19:10,2024-09-01 19:25,2024-09-01 22:10,2024-09-01 22:08,-2,,False,False,Boeing 737,N18471,2638
84790,Delta,4217,JFK,SEA,2024-09-01 18:25,2024-09-01 18:42,2024-09-02 00:25,2024-09-02 00:49,24,Air Traffic Control,True,True,Airbus A320,N28690,2555
1705608,Delta,4669,DFW,SEA,2024-09-01 23:07,2024-09-01 23:23,2024-09-02 04:07,2024-09-02 04:37,30,Weather,False,False,Boeing 737,N28702,1892
1124053,Delta,9931,JFK,SFO,2024-09-01 03:12,2024-09-01 03:13,2024-09-01 06:12,2024-09-01 06:12,0,,True,False,Boeing 777,N20624,126
1500160,Delta,8283,ATL,SEA,2024-09-01 10:36,2024-09-01 10:41,2024-09-01 16:36,2024-09-01 16:29,-7,,False,False,Boeing 737,N66026,1548
501927,Delta,2861,LAX,SFO,2024-09-01 03:55,2024-09-01 04:15,2024-09-01 08:55,2024-09-01 09:10,15,Air Traffic Control,True,True,Boeing 737,N42392,1940
341040,Delta,6545,JFK,SEA,2024-09-01 23:25,2024-09-01 23:51,2024-09-02 05:25,2024-09-02 05:35,10,Weather,False,False,Boeing 737,N72928,238
530513,Delta,1311,ORD,JFK,2024-09-01 03:01,2024-09-01 03:02,2024-09-01 08:01,2024-09-01 08:10,9,Weather,False,True,Boeing 777,N64112,2873
793793,Delta,5471,ORD,JFK,2024-09-01 02:09,2024-09-01 02:19,2024-09-01 06:09,2024-09-01 05:59,-10,,False,True,Boeing 777,N55233,1188
191225,Delta,3807,DFW,SEA,2024-09-01 21:21,2024-09-01 21:25,2024-09-02 00:21,2024-09-02 00:13,-8,,False,True,Boeing 777,N44754,373
1320827,Delta,4994,ORD,MIA,2024-09-01 15:27,2024-09-01 15:57,2024-09-01 20:27,2024-09-01 20:17,-10,,False,False,Boeing 737,N50799,1982
336823,Delta,3368,ATL,SEA,2024-09-01 17:19,2024-09-01 17:25,2024-09-01 18:19,2024-09-01 18:39,20,Weather,True,False,Boeing 737,N33982,787
1355514,Delta,3355,ATL,JFK,2024-09-01 00:47,2024-09-01 00:53,2024-09-01 01:47,2024-09-01 02:11,24,Air Traffic Control,False,False,Boeing 737,N75052,1704
1098938,Delta,8897,ATL,JFK,2024-09-01 09:28,2024-09-01 09:37,2024-09-01 13:28,2024-09-01 13:30,2,Maintenance,True,True,Boeing 777,N13828,333
1473987,Delta,4985,JFK,JFK,2024-09-01 22:15,2024-09-01 22:35,2024-09-02 00:15,2024-09-02 00:28,13,Maintenance,False,False,Boeing 737,N58288,1755
206425,Delta,990,ATL,JFK,2024-09-01 01:07,2024-09-01 01:30,2024-09-01 04:07,2024-09-01 04:03,-4,,False,False,Airbus A320,N36516,1560
666509,Delta,7147,JFK,SEA,2024-09-01 03:48,2024-09-01 03:49,2024-09-01 05:48,2024-09-01 06:05,17,Weather,True,False,Boeing 737,N72812,2764
210232,Delta,8365,DFW,SFO,2024-09-01 13:59,2024-09-01 14:03,2024-09-01 19:59,2024-09-01 20:00,1,Maintenance,False,False,Airbus A320,N59083,805
865823,Delta,9816,ATL,JFK,2024-09-01 00:21,2024-09-01 00:43,2024-09-01 01:21,2024-09-01 01:37,16,Weather,True,False,Airbus A320,N86641,119
980031,Delta,5259,JFK,JFK,2024-09-01 13:32,2024-09-01 13:44,2024-09-01 19:32,2024-09-01 19:58,26,Air Traffic Control,False,False,Boeing 737,N58885,270
806135,Delta,1648,JFK,SFO,2024-09-01 20:51,2024-09-01 20:57,2024-09-01 21:51,2024-09-01 22:11,20,Weather,False,True,Airbus A320,N38999,2240
1715942,Delta,8833,ORD,SEA,2024-09-01 19:55,2024-09-01 20:00,2024-09-02 01:55,2024-09-02 01:55,0,,True,False,Airbus A320,N45697,2425
1681851,Delta,6460,ORD,JFK,2024-09-01 19:39,2024-09-01 19:45,2024-09-02 00:39,2024-09-02 00:55,16,Weather,False,False,Boeing 777,N80411,2112
1106597,Delta,1756,LAX,MIA,2024-09-01 01:47,2024-09-01 02:10,2024-09-01 03:47,2024-09-01 03:39,-8,,False,False,Boeing 737,N86474,127
985201,Delta,3244,ATL,JFK,2024-09-01 00:20,2024-09-01 00:22,2024-09-01 04:20,2024-09-01 04:22,2,Weather,True,True,Airbus A320,N96406,1958
102402,Delta,473,JFK,MIA,2024-09-01 17:24,2024-09-01 17:48,2024-09-01 20:24,2024-09-01 20:29,5,Weather,False,True,Boeing 777,N78568,749
117009,Delta,3343,ORD,BOS,2024-09-01 22:48,2024-09-01 23:15,2024-09-02 04:48,2024-09-02 05:02,14,Air Traffic Control,True,False,Boeing 737,N50354,2406
1162596,Delta,8636,LAX,MIA,2024-09-01 05:04,2024-09-01 05:21,2024-09-01 08:04,2024-09-01 08:14,10,Air Traffic Control,False,False,Boeing 737,N88960,359
677141,Delta,7191,JFK,MIA,2024-09-01 07:42,2024-09-01 08:03,2024-09-01 08:42,2024-09-01 08:37,-5,,False,False,Airbus A320,N99559,1409
1364685,Delta,4161,ATL,MIA,2024-09-01 15:24,2024-09-01 15:50,2024-09-01 20:24,2024-09-01 20:31,7,Weather,True,False,Boeing 777,N73937,2003
1340396,Delta,3385,ATL,SFO,2024-09-01 19:31,2024-09-01 19:55,2024-09-01 23:31,2024-09-01 23:34,3,Weather,True,False,Boeing 737,N56785,735
1643649,Delta,6729,ORD,BOS,2024-09-01 08:11,2024-09-01 08:27,2024-09-01 10:11,2024-09-01 10:11,0,,True,False,Boeing 777,N72459,2367
1701857,Delta,8514,LAX,SEA,2024-09-01 16:32,2024-09-01 16:54,2024-09-01 20:32,2024-09-01 20:55,23,Maintenance,False,False,Boeing 737,N95155,2413
868967,Delta,9245,ORD,SFO,2024-09-01 04:16,2024-09-01 04:38,2024-09-01 07:16,2024-09-01 07:13,-3,,False,True,Boeing 737,N46855,1594
1722301,Delta,5812,ATL,SEA,2024-09-01 13:07,2024-09-01 13:30,2024-09-01 15:07,2024-09-01 15:20,13,Air Traffic Control,False,False,Airbus A320,N68926,1234
116557,Delta,9625,ATL,SEA,2024-09-01 07:52,2024-09-01 08:04,2024-09-01 09:52,2024-09-01 09:56,4,Air Traffic Control,False,False,Boeing 737,N74810,328
1011004,Delta,3170,JFK,BOS,2024-09-01 20:58,2024-09-01 21:16,2024-09-01 22:58,2024-09-01 22:59,1,Air Traffic Control,True,True,Boeing 777,N90149,2528
849867,Delta,5680,DFW,SEA,2024-09-01 02:29,2024-09-01 02:39,2024-09-01 06:29,2024-09-01 06:30,1,Air Traffic Control,False,True,Airbus A320,N81275,1968
46938,Delta,8132,DFW,BOS,2024-09-01 20:42,2024-09-01 21:06,2024-09-02 01:42,2024-09-02 01:39,-3,,False,False,Boeing 737,N29826,1624
523819,Delta,8396,ATL,SFO,2024-09-01 21:26,2024-09-01 21:39,2024-09-01 22:26,2024-09-01 22:47,21,Air Traffic Control,False,False,Boeing 777,N19597,2965
459193,Delta,7153,JFK,SFO,2024-09-01 01:40,2024-09-01 01:43,2024-09-01 04:40,2024-09-01 04:44,4,Weather,True,True,Airbus A320,N47011,774
1066987,Delta,8242,LAX,BOS,2024-09-01 07:39,2024-09-01 08:05,2024-09-01 08:39,2024-09-01 09:06,27,Air Traffic Control,True,True,Boeing 777,N44984,1532
1136925,Delta,5151,ATL,SFO,2024-09-01 15:23,2024-09-01 15:47,2024-09-01 20:23,2024-09-01 20:47,24,Air Traffic Control,True,False,Boeing 777,N65498,1816
700696,Delta,3257,DFW,JFK,2024-09-01 18:00,2024-09-01 18:26,2024-09-01 19:00,2024-09-01 19:27,27,Weather,True,True,Airbus A320,N24092,1081
807024,Delta,755,JFK,BOS,2024-09-01 11:07,2024-09-01 11:33,2024-09-01 16:07,2024-09-01 16:31,24,Air Traffic Control,True,True,Boeing 737,N84978,1363
855171,Delta,4121,ORD,BOS,2024-09-01 00:13,2024-09-01 00:17,2024-09-01 04:13,2024-09-01 04:04,-9,,False,True,Boeing 737,N14682,2985
1393534,Delta,5615,LAX,SEA,2024-09-01 00:37,2024-09-01 01:01,2024-09-01 01:37,2024-09-01 01:33,-4,,False,False,Airbus A320,N10040,1917
1717549,Delta,3541,ORD,JFK,2024-09-01 10:51,2024-09-01 10:52,2024-09-01 12:51,2024-09-01 12:42,-9,,False,False,Airbus A320,N78936,690
1124279,Delta,9598,LAX,SEA,2024-09-01 12:55,2024-09-01 12:59,2024-09-01 14:55,2024-09-01 15:23,28,Weather,True,True,Airbus A320,N55841,242
1480101,Delta,6338,JFK,SFO,2024-09-01 14:10,2024-09-01 14:29,2024-09-01 16:10,2024-09-01 16:33,23,Weather,False,False,Airbus A320,N42325,927
220973,Delta,116,ATL,SEA,2024-09-01 06:33,2024-09-01 06:45,2024-09-01 07:33,2024-09-01 07:58,25,Weather,True,False,Boeing 737,N72646,219
110796,Delta,3422,LAX,MIA,2024-09-01 03:20,2024-09-01 03:40,2024-09-01 06:20,2024-09-01 06:27,7,Weather,False,False,Boeing 737,N14662,521
291483,Delta,5902,LAX,SEA,2024-09-01 05:02,2024-09-01 05:30,2024-09-01 06:02,2024-09-01 06:27,25,Air Traffic Control,False,False,Boeing 777,N67027,2134
730632,Delta,6938,ORD,SFO,2024-09-01 06:28,2024-09-01 06:53,2024-09-01 12:28,2024-09-01 12:46,18,Maintenance,True,False,Boeing 737,N15255,985
326140,Delta,5623,DFW,SFO,2024-09-01 19:14,2024-09-01 19:37,2024-09-02 00:14,2024-09-02 00:32,18,Air Traffic Control,False,True,Boeing 777,N17702,1197
677950,Delta,980,DFW,SEA,2024-09-01 11:32,2024-09-01 11:40,2024-09-01 12:32,2024-09-01 12:38,6,Maintenance,True,True,Airbus A320,N33239,2552
674832,Delta,1411,DFW,BOS,2024-09-01 22:54,2024-09-01 23:15,2024-09-01 23:54,2024-09-01 23:54,0,,True,True,Boeing 777,N45745,1834
683687,Delta,3156,ATL,JFK,2024-09-01 10:50,2024-09-01 11:16,2024-09-01 15:50,2024-09-01 16:09,19,Air Traffic Control,False,False,Boeing 737,N61757,508
598472,Delta,4126,ORD,BOS,2024-09-01 19:09,2024-09-01 19:35,2024-09-02 00:09,2024-09-02 00:11,2,Weather,False,False,Boeing 737,N30538,1908
566994,Delta,2519,ATL,MIA,2024-09-01 14:56,2024-09-01 15:02,2024-09-01 19:56,2024-09-01 19:57,1,Weather,False,False,Boeing 777,N85668,549
310010,Delta,1481,ORD,JFK,2024-09-01 17:28,2024-09-01 17:53,2024-09-01 20:28,2024-09-01 20:27,-1,,False,False,Boeing 777,N53849,1736
187895,Delta,4814,LAX,BOS,2024-09-01 15:12,2024-09-01 15:35,2024-09-01 19:12,2024-09-01 19:14,2,Weather,False,True,Boeing 777,N67974,389
121010,Delta,9705,DFW,BOS,2024-09-01 16:46,2024-09-01 16:46,2024-09-01 18:46,2024-09-01 19:05,19,Air Traffic Control,False,True,Boeing 737,N77484,1881
1114826,Delta,5929,LAX,MIA,2024-09-01 21:27,2024-09-01 21:55,2024-09-02 02:27,2024-09-02 02:27,0,,False,False,Boeing 777,N30119,307
1604453,Delta,8284,ATL,BOS,2024-09-01 02:47,2024-09-01 03:04,2024-09-01 04:47,2024-09-01 05:13,26,Air Traffic Control,False,False,Boeing 737,N26398,733
1261904,Delta,7461,ORD,JFK,2024-09-01 01:31,2024-09-01 01:43,2024-09-01 07:31,2024-09-01 07:41,10,Weather,True,False,Boeing 777,N56463,967
1446611,Delta,1363,JFK,MIA,2024-09-01 11:44,2024-09-01 12:13,2024-09-01 17:44,2024-09-01 18:14,30,Weather,False,True,Airbus A320,N24735,185
356205,Delta,7523,ATL,BOS,2024-09-01 07:23,2024-09-01 07:40,2024-09-01 13:23,2024-09-01 13:45,22,Air Traffic Control,True,False,Airbus A320,N29959,2569
1188773,Delta,3105,DFW,JFK,2024-09-01 07:59,2024-09-01 08:28,2024-09-01 12:59,2024-09-01 13:07,8,Air Traffic Control,True,False,Boeing 777,N72877,1680
967438,Delta,6670,LAX,MIA,2024-09-01 04:35,2024-09-01 05:02,2024-09-01 05:35,2024-09-01 06:00,25,Weather,False,True,Boeing 737,N28407,1564
1300943,Delta,1352,JFK,SEA,2024-09-01 21:07,2024-09-01 21:35,2024-09-01 23:07,2024-09-01 23:35,28,Maintenance,False,True,Boeing 737,N10724,228
1668619,Delta,2721,DFW,BOS,2024-09-01 09:17,2024-09-01 09:27,2024-09-01 14:17,2024-09-01 14:20,3,Air Traffic Control,True,True,Boeing 737,N38567,1837
1555096,Delta,9304,LAX,SEA,2024-09-01 17:03,2024-09-01 17:28,2024-09-01 23:03,2024-09-01 23:24,21,Weather,True,False,Boeing 737,N89932,325
714284,Delta,5227,JFK,MIA,2024-09-01 12:54,2024-09-01 13:12,2024-09-01 15:54,2024-09-01 15:51,-3,,True,True,Boeing 737,N94153,2534
556491,Delta,7675,ORD,MIA,2024-09-01 00:30,2024-09-01 01:00,2024-09-01 03:30,2024-09-01 04:00,30,Maintenance,True,False,Airbus A320,N39890,2218
445127,Delta,9450,DFW,MIA,2024-09-01 04:58,2024-09-01 05:06,2024-09-01 05:58,2024-09-01 06:10,12,Maintenance,True,False,Boeing 777,N50228,2170
1672505,Delta,9263,DFW,MIA,2024-09-01 01:35,2024-09-01 01:46,2024-09-01 03:35,2024-09-01 03:56,21,Weather,False,False,Boeing 777,N48398,1544
900019,Delta,8706,DFW,SFO,2024-09-01 17:01,2024-09-01 17:14,2024-09-01 23:01,2024-09-01 22:52,-9,,False,True,Boeing 777,N90889,976
36238,Delta,1291,ORD,SEA,2024-09-01 04:34,2024-09-01 04:36,2024-09-01 05:34,2024-09-01 05:51,17,Maintenance,False,False,Boeing 777,N13846,2353
1105605,Delta,4443,ORD,JFK,2024-09-01 07:06,2024-09-01 07:09,2024-09-01 10:06,2024-09-01 10:31,25,Weather,False,True,Boeing 737,N41105,2679
1721533,Delta,8764,ORD,SFO,2024-09-01 00:46,2024-09-01 00:47,2024-09-01 02:46,2024-09-01 03:05,19,Maintenance,False,True,Boeing 777,N86870,2830
1331007,Delta,8733,LAX,MIA,2024-09-01 05:15,2024-09-01 05:21,2024-09-01 09:15,2024-09-01 09:25,10,Air Traffic Control,True,True,Airbus A320,N22618,330
254648,Delta,427,ORD,BOS,2024-09-01 23:49,2024-09-01 23:58,2024-09-02 02:49,2024-09-02 03:16,27,Air Traffic Control,True,False,Boeing 737,N63014,522
1260670,Delta,7554,ATL,MIA,2024-09-01 16:58,2024-09-01 17:10,2024-09-01 19:58,2024-09-01 20:06,8,Weather,True,True,Boeing 737,N82165,1710
402123,Delta,712,JFK,BOS,2024-09-01 10:59,2024-09-01 11:19,2024-09-01 11:59,2024-09-01 12:10,11,Weather,True,True,Boeing 777,N52820,997
1642932,Delta,9626,LAX,SEA,2024-09-01 15:35,2024-09-01 15:40,2024-09-01 18:35,2024-09-01 18:58,23,Air Traffic Control,True,True,Airbus A320,N92074,775
982037,Delta,1012,ORD,BOS,2024-09-01 02:43,2024-09-01 03:01,2024-09-01 07:43,2024-09-01 07:34,-9,,True,True,Boeing 777,N65978,906
1610512,Delta,8274,JFK,SFO,2024-09-01 18:52,2024-09-01 19:22,2024-09-01 20:52,2024-09-01 20:43,-9,,False,True,Airbus A320,N37778,1870
107351,Delta,6015,DFW,MIA,2024-09-01 17:15,2024-09-01 17:34,2024-09-01 20:15,2024-09-01 20:07,-8,,False,True,Boeing 777,N64737,1200
1305372,Delta,7066,DFW,MIA,2024-09-01 07:44,2024-09-01 07:46,2024-09-01 12:44,2024-09-01 12:35,-9,,True,True,Boeing 737,N23112,1873
1064821,Delta,5511,DFW,MIA,2024-09-01 10:01,2024-09-01 10:11,2024-09-01 13:01,2024-09-01 13:20,19,Maintenance,False,False,Boeing 737,N42538,2709
1606199,Delta,8813,LAX,BOS,2024-09-01 18:31,2024-09-01 18:45,2024-09-02 00:31,2024-09-02 00:36,5,Air Traffic Control,False,False,Boeing 737,N29852,2328
1123733,Delta,219,JFK,MIA,2024-09-01 09:03,2024-09-01 09:33,2024-09-01 13:03,2024-09-01 13:22,19,Maintenance,True,True,Boeing 737,N43162,2341
1545534,Delta,9573,JFK,JFK,2024-09-01 16:02,2024-09-01 16:29,2024-09-01 19:02,2024-09-01 19:22,20,Weather,True,True,Boeing 777,N23861,2365
62337,Delta,317,JFK,MIA,2024-09-01 16:35,2024-09-01 16:51,2024-09-01 19:35,2024-09-01 19:40,5,Air Traffic Control,True,True,Boeing 737,N38094,291
1661389,Delta,6550,ORD,BOS,2024-09-01 05:48,2024-09-01 06:09,2024-09-01 11:48,2024-09-01 11:40,-8,,False,False,Boeing 777,N77851,2760
209853,Delta,9401,LAX,JFK,2024-09-01 02:35,2024-09-01 03:04,2024-09-01 07:35,2024-09-01 07:28,-7,,False,True,Airbus A320,N62364,2440
992425,Delta,1284,LAX,SFO,2024-09-01 17:42,2024-09-01 18:09,2024-09-01 22:42,2024-09-01 22:55,13,Maintenance,True,False,Boeing 737,N52952,779
1566512,Delta,3210,JFK,SFO,2024-09-01 13:34,2024-09-01 14:04,2024-09-01 17:34,2024-09-01 17:25,-9,,True,False,Airbus A320,N51233,725
13433,Delta,3634,ATL,BOS,2024-09-01 01:25,2024-09-01 01:32,2024-09-01 04:25,2024-09-01 04:24,-1,,False,True,Boeing 737,N61595,2181
1047606,Delta,4130,ATL,BOS,2024-09-01 09:03,2024-09-01 09:14,2024-09-01 12:03,2024-09-01 12:15,12,Air Traffic Control,False,True,Airbus A320,N65014,1515
1508276,Delta,4452,JFK,SFO,2024-09-01 02:18,2024-09-01 02:47,2024-09-01 08:18,2024-09-01 08:33,15,Weather,False,False,Airbus A320,N87065,1110
1248197,Delta,1162,ORD,JFK,2024-09-01 11:14,2024-09-01 11:21,2024-09-01 17:14,2024-09-01 17:17,3,Air Traffic Control,True,True,Boeing 737,N14253,2232
162272,Delta,2597,DFW,SEA,2024-09-01 22:25,2024-09-01 22:27,2024-09-02 03:25,2024-09-02 03:42,17,Maintenance,False,True,Airbus A320,N69333,1231
93100,Delta,3169,LAX,JFK,2024-09-01 12:31,2024-09-01 12:50,2024-09-01 14:31,2024-09-01 14:33,2,Maintenance,True,False,Airbus A320,N74434,1739
1486271,Delta,7409,JFK,JFK,2024-09-01 17:22,2024-09-01 17:30,2024-09-01 22:22,2024-09-01 22:28,6,Maintenance,True,True,Boeing 777,N85524,2956
1026903,Delta,1662,LAX,JFK,2024-09-01 10:19,2024-09-01 10:42,2024-09-01 12:19,2024-09-01 12:31,12,Maintenance,False,False,Boeing 737,N72837,2007
19050,Delta,2319,DFW,JFK,2024-09-01 05:44,2024-09-01 05:49,2024-09-01 08:44,2024-09-01 08:57,13,Maintenance,False,False,Airbus A320,N71294,342
731058,Delta,4797,DFW,BOS,2024-09-01 08:47,2024-09-01 09:10,2024-09-01 09:47,2024-09-01 09:38,-9,,True,True,Boeing 777,N34084,206
1509597,Delta,6096,DFW,BOS,2024-09-01 19:24,2024-09-01 19:48,2024-09-02 01:24,2024-09-02 01:30,6,Air Traffic Control,False,False,Airbus A320,N99077,2551
1597194,Delta,3743,DFW,MIA,2024-09-01 15:37,2024-09-01 15:55,2024-09-01 18:37,2024-09-01 18:30,-7,,False,True,Boeing 777,N40181,754
103188,Delta,8642,DFW,BOS,2024-09-01 16:34,2024-09-01 16:48,2024-09-01 20:34,2024-09-01 20:26,-8,,False,False,Boeing 737,N58092,1440
1045033,Delta,5202,ORD,BOS,2024-09-01 13:15,2024-09-01 13:45,2024-09-01 17:15,2024-09-01 17:43,28,Weather,True,True,Airbus A320,N13186,1048
1016873,Delta,8462,DFW,SFO,2024-09-01 10:30,2024-09-01 10:43,2024-09-01 15:30,2024-09-01 15:43,13,Air Traffic Control,True,False,Boeing 737,N44707,2659
1061573,Delta,5217,JFK,BOS,2024-09-01 08:54,2024-09-01 09:02,2024-09-01 09:54,2024-09-01 10:18,24,Weather,True,False,Airbus A320,N64021,2593
143184,Delta,127,ATL,SFO,2024-09-01 01:32,2024-09-01 01:35,2024-09-01 02:32,2024-09-01 02:41,9,Weather,False,True,Boeing 777,N92653,2302
962623,Delta,8645,LAX,SEA,2024-09-01 09:45,2024-09-01 09:55,2024-09-01 11:45,2024-09-01 12:14,29,Air Traffic Control,False,False,Boeing 777,N16863,2113
886090,Delta,3751,JFK,SFO,2024-09-01 16:21,2024-09-01 16:46,2024-09-01 19:21,2024-09-01 19:21,0,,False,True,Boeing 777,N67710,310
460684,Delta,7405,ORD,JFK,2024-09-01 16:29,2024-09-01 16:52,2024-09-01 19:29,2024-09-01 19:43,14,Weather,False,True,Boeing 737,N45524,2855
783660,Delta,1585,DFW,SFO,2024-09-01 21:47,2024-09-01 21:54,2024-09-02 03:47,2024-09-02 04:15,28,Maintenance,False,False,Airbus A320,N65397,2155
1369826,Delta,3395,ORD,MIA,2024-09-01 06:24,2024-09-01 06:52,2024-09-01 08:24,2024-09-01 08:18,-6,,False,True,Boeing 737,N72838,1066
1032888,Delta,9620,JFK,JFK,2024-09-01 03:45,2024-09-01 04:00,2024-09-01 07:45,2024-09-01 08:15,30,Air Traffic Control,False,True,Boeing 777,N72509,2778
1298166,Delta,5766,ORD,MIA,2024-09-01 02:44,2024-09-01 03:04,2024-09-01 06:44,2024-09-01 06:52,8,Maintenance,False,True,Boeing 777,N32026,2750
456582,Delta,8197,LAX,SFO,2024-09-01 03:59,2024-09-01 04:21,2024-09-01 09:59,2024-09-01 10:20,21,Air Traffic Control,True,True,Boeing 777,N24074,2818
241638,Delta,906,ORD,SFO,2024-09-01 02:22,2024-09-01 02:30,2024-09-01 06:22,2024-09-01 06:41,19,Air Traffic Control,True,False,Boeing 777,N48525,248
179598,Delta,4815,ATL,SFO,2024-09-01 03:36,2024-09-01 04:02,2024-09-01 07:36,2024-09-01 07:47,11,Air Traffic Control,False,False,Airbus A320,N13668,2317
1239624,Delta,1707,ATL,MIA,2024-09-01 07:29,2024-09-01 07:29,2024-09-01 10:29,2024-09-01 10:43,14,Air Traffic Control,False,True,Boeing 737,N49632,766
876327,Delta,3485,JFK,MIA,2024-09-01 17:33,2024-09-01 17:39,2024-09-01 20:33,2024-09-01 20:51,18,Weather,True,False,Airbus A320,N88482,2952
233562,Delta,7177,ORD,BOS,2024-09-01 06:05,2024-09-01 06:13,2024-09-01 07:05,2024-09-01 06:55,-10,,True,False,Airbus A320,N44566,280
589979,Delta,6992,LAX,SFO,2024-09-01 08:14,2024-09-01 08:37,2024-09-01 09:14,2024-09-01 09:07,-7,,True,False,Airbus A320,N66580,2349
915782,Delta,468,JFK,SEA,2024-09-01 23:54,2024-09-02 00:14,2024-09-02 02:54,2024-09-02 03:02,8,Maintenance,True,True,Airbus A320,N77274,597
93311,Delta,2648,LAX,SFO,2024-09-01 13:28,2024-09-01 13:49,2024-09-01 14:28,2024-09-01 14:38,10,Weather,True,False,Boeing 777,N54269,480
1343043,Delta,1055,DFW,SEA,2024-09-01 22:50,2024-09-01 23:05,2024-09-01 23:50,2024-09-02 00:14,24,Air Traffic Control,True,False,Boeing 777,N41669,581
90077,Delta,100,LAX,SEA,2024-09-01 05:27,2024-09-01 05:27,2024-09-01 08:27,2024-09-01 08:22,-5,,False,True,Boeing 777,N67570,1537
1554773,Delta,1833,ORD,SEA,2024-09-01 23:06,2024-09-01 23:28,2024-09-02 04:06,2024-09-02 04:26,20,Weather,False,True,Boeing 777,N22274,2432
112696,Delta,4659,DFW,BOS,2024-09-01 17:46,2024-09-01 18:00,2024-09-01 20:46,2024-09-01 21:13,27,Air Traffic Control,True,False,Boeing 737,N10715,1920
